year,month,summer_like_ratio,winter_like_ratio,summer_like_percent,winter_like_percent
1914,2,0.0,0.8928571428571429,0.0,89.28571428571429
1914,3,0.0,0.4838709677419355,0.0,48.38709677419355
1914,4,0.0,0.16666666666666666,0.0,16.666666666666664
1914,5,0.06451612903225806,0.0,6.451612903225806,0.0
1914,6,0.6666666666666666,0.0,66.66666666666666,0.0
1914,7,1.0,0.0,100.0,0.0
1914,8,1.0,0.0,100.0,0.0
1914,9,0.5,0.0,50.0,0.0
1914,10,0.0,0.0,0.0,0.0
1914,11,0.0,0.4,0.0,40.0
1914,12,0.0,0.967741935483871,0.0,96.7741935483871
1915,1,0.0,0.9354838709677419,0.0,93.54838709677419
1915,2,0.0,1.0,0.0,100.0
1915,3,0.0,0.967741935483871,0.0,96.7741935483871
1915,4,0.0,0.06666666666666667,0.0,6.666666666666667
1915,5,0.03225806451612903,0.0,3.225806451612903,0.0
1915,6,0.6333333333333333,0.0,63.33333333333333,0.0
1915,7,1.0,0.0,100.0,0.0
1915,8,1.0,0.0,100.0,0.0
1915,9,0.4,0.0,40.0,0.0
1915,10,0.06451612903225806,0.03225806451612903,6.451612903225806,3.225806451612903
1915,11,0.0,0.36666666666666664,0.0,36.666666666666664
1915,12,0.0,0.8064516129032258,0.0,80.64516129032258
1916,1,0.0,0.8709677419354839,0.0,87.09677419354838
1916,2,0.0,0.9655172413793104,0.0,96.55172413793103
1916,3,0.0,0.967741935483871,0.0,96.7741935483871
1916,4,0.0,0.2,0.0,20.0
1916,5,0.03225806451612903,0.0,3.225806451612903,0.0
1916,6,0.5,0.0,50.0,0.0
1916,7,1.0,0.0,100.0,0.0
1916,8,1.0,0.0,100.0,0.0
1916,9,0.5666666666666667,0.0,56.666666666666664,0.0
1916,10,0.0,0.03225806451612903,0.0,3.225806451612903
1916,11,0.0,0.3333333333333333,0.0,33.33333333333333
1916,12,0.0,0.9354838709677419,0.0,93.54838709677419
1917,1,0.0,1.0,0.0,100.0
1917,2,0.0,0.9642857142857143,0.0,96.42857142857143
1917,3,0.0,0.6451612903225806,0.0,64.51612903225806
1917,4,0.0,0.0,0.0,0.0
1917,5,0.0,0.0,0.0,0.0
1917,6,0.6666666666666666,0.0,66.66666666666666,0.0
1917,7,1.0,0.0,100.0,0.0
1917,8,1.0,0.0,100.0,0.0
1917,9,0.5333333333333333,0.0,53.333333333333336,0.0
1917,10,0.0,0.03225806451612903,0.0,3.225806451612903
1917,11,0.0,0.6666666666666666,0.0,66.66666666666666
1917,12,0.0,0.967741935483871,0.0,96.7741935483871
1918,1,0.0,1.0,0.0,100.0
1918,2,0.0,0.9642857142857143,0.0,96.42857142857143
1918,3,0.0,0.5483870967741935,0.0,54.83870967741935
1918,4,0.0,0.03333333333333333,0.0,3.3333333333333335
1918,5,0.0,0.0,0.0,0.0
1918,6,0.6,0.0,60.0,0.0
1918,7,0.9354838709677419,0.0,93.54838709677419,0.0
1918,8,1.0,0.0,100.0,0.0
1918,9,0.4,0.0,40.0,0.0
1918,10,0.0,0.0,0.0,0.0
1918,11,0.0,0.6333333333333333,0.0,63.33333333333333
1918,12,0.0,1.0,0.0,100.0
1919,1,0.0,0.967741935483871,0.0,96.7741935483871
1919,2,0.0,0.9642857142857143,0.0,96.42857142857143
1919,3,0.0,0.5483870967741935,0.0,54.83870967741935
1919,4,0.0,0.03333333333333333,0.0,3.3333333333333335
1919,5,0.16129032258064516,0.0,16.129032258064516,0.0
1919,6,0.7333333333333333,0.0,73.33333333333333,0.0
1919,7,1.0,0.0,100.0,0.0
1919,8,1.0,0.0,100.0,0.0
1919,9,0.3333333333333333,0.0,33.33333333333333,0.0
1919,10,0.0,0.03225806451612903,0.0,3.225806451612903
1919,11,0.0,0.4,0.0,40.0
1919,12,0.0,1.0,0.0,100.0
1920,1,0.0,1.0,0.0,100.0
1920,2,0.0,0.9655172413793104,0.0,96.55172413793103
1920,3,0.0,0.41935483870967744,0.0,41.935483870967744
1920,4,0.0,0.0,0.0,0.0
1920,5,0.03225806451612903,0.0,3.225806451612903,0.0
1920,6,0.7333333333333333,0.0,73.33333333333333,0.0
1920,7,1.0,0.0,100.0,0.0
1920,8,1.0,0.0,100.0,0.0
1920,9,0.5666666666666667,0.0,56.666666666666664,0.0
1920,10,0.03225806451612903,0.0,3.225806451612903,0.0
1920,11,0.0,0.26666666666666666,0.0,26.666666666666668
1920,12,0.0,0.9032258064516129,0.0,90.32258064516128
1921,1,0.0,1.0,0.0,100.0
1921,2,0.0,1.0,0.0,100.0
1921,3,0.0,0.6451612903225806,0.0,64.51612903225806
1921,4,0.0,0.06666666666666667,0.0,6.666666666666667
1921,5,0.03225806451612903,0.0,3.225806451612903,0.0
1921,6,0.6,0.0,60.0,0.0
1921,7,1.0,0.0,100.0,0.0
1921,8,0.967741935483871,0.0,96.7741935483871,0.0
1921,9,0.6,0.0,60.0,0.0
1921,10,0.0,0.0,0.0,0.0
1921,11,0.0,0.7,0.0,70.0
1921,12,0.0,0.9354838709677419,0.0,93.54838709677419
1922,1,0.0,1.0,0.0,100.0
1922,2,0.0,0.9285714285714286,0.0,92.85714285714286
1922,3,0.0,0.7741935483870968,0.0,77.41935483870968
1922,4,0.0,0.0,0.0,0.0
1922,5,0.16129032258064516,0.0,16.129032258064516,0.0
1922,6,0.7333333333333333,0.0,73.33333333333333,0.0
1922,7,0.9354838709677419,0.0,93.54838709677419,0.0
1922,8,1.0,0.0,100.0,0.0
1922,9,0.5666666666666667,0.0,56.666666666666664,0.0
1922,10,0.0,0.0,0.0,0.0
1922,11,0.0,0.6,0.0,60.0
1922,12,0.0,1.0,0.0,100.0
1923,1,0.0,1.0,0.0,100.0
1923,2,0.0,1.0,0.0,100.0
1923,3,0.0,0.5161290322580645,0.0,51.61290322580645
1923,4,0.0,0.0,0.0,0.0
1923,5,0.06451612903225806,0.0,6.451612903225806,0.0
1923,6,0.7333333333333333,0.0,73.33333333333333,0.0
1923,7,1.0,0.0,100.0,0.0
1923,8,1.0,0.0,100.0,0.0
1923,9,0.4666666666666667,0.0,46.666666666666664,0.0
1923,10,0.0,0.03225806451612903,0.0,3.225806451612903
1923,11,0.0,0.4,0.0,40.0
1923,12,0.0,1.0,0.0,100.0
1924,1,0.0,1.0,0.0,100.0
1924,2,0.0,0.9310344827586207,0.0,93.10344827586206
1924,3,0.0,0.9032258064516129,0.0,90.32258064516128
1924,4,0.0,0.06666666666666667,0.0,6.666666666666667
1924,5,0.0,0.0,0.0,0.0
1924,6,0.6333333333333333,0.0,63.33333333333333,0.0
1924,7,1.0,0.0,100.0,0.0
1924,8,0.967741935483871,0.0,96.7741935483871,0.0
1924,9,0.5666666666666667,0.0,56.666666666666664,0.0
1924,10,0.0,0.03225806451612903,0.0,3.225806451612903
1924,11,0.0,0.6,0.0,60.0
1924,12,0.0,0.967741935483871,0.0,96.7741935483871
1925,1,0.0,1.0,0.0,100.0
1925,2,0.0,1.0,0.0,100.0
1925,3,0.0,0.9032258064516129,0.0,90.32258064516128
1925,4,0.0,0.1,0.0,10.0
1925,5,0.06451612903225806,0.0,6.451612903225806,0.0
1925,6,0.6333333333333333,0.0,63.33333333333333,0.0
1925,7,0.967741935483871,0.0,96.7741935483871,0.0
1925,8,1.0,0.0,100.0,0.0
1925,9,0.5,0.0,50.0,0.0
1925,10,0.0,0.0,0.0,0.0
1925,11,0.0,0.2,0.0,20.0
1925,12,0.0,0.9032258064516129,0.0,90.32258064516128
1926,1,0.0,1.0,0.0,100.0
1926,2,0.0,1.0,0.0,100.0
1926,3,0.0,0.8709677419354839,0.0,87.09677419354838
1926,4,0.0,0.0,0.0,0.0
1926,5,0.0,0.0,0.0,0.0
1926,6,0.6333333333333333,0.0,63.33333333333333,0.0
1926,7,0.9354838709677419,0.0,93.54838709677419,0.0
1926,8,1.0,0.0,100.0,0.0
1926,9,0.5333333333333333,0.0,53.333333333333336,0.0
1926,10,0.0,0.0,0.0,0.0
1926,11,0.0,0.5,0.0,50.0
1926,12,0.0,0.967741935483871,0.0,96.7741935483871
1927,1,0.0,0.967741935483871,0.0,96.7741935483871
1927,2,0.0,1.0,0.0,100.0
1927,3,0.0,0.6451612903225806,0.0,64.51612903225806
1927,4,0.0,0.0,0.0,0.0
1927,5,0.0,0.0,0.0,0.0
1927,6,0.6666666666666666,0.0,66.66666666666666,0.0
1927,7,1.0,0.0,100.0,0.0
1927,8,1.0,0.0,100.0,0.0
1927,9,0.4666666666666667,0.0,46.666666666666664,0.0
1927,10,0.0,0.0,0.0,0.0
1927,11,0.0,0.23333333333333334,0.0,23.333333333333332
1927,12,0.0,0.9354838709677419,0.0,93.54838709677419
1928,1,0.0,1.0,0.0,100.0
1928,2,0.0,0.9655172413793104,0.0,96.55172413793103
1928,3,0.0,0.6774193548387096,0.0,67.74193548387096
1928,4,0.0,0.0,0.0,0.0
1928,5,0.12903225806451613,0.0,12.903225806451612,0.0
1928,6,0.7666666666666667,0.0,76.66666666666667,0.0
1928,7,1.0,0.0,100.0,0.0
1928,8,1.0,0.0,100.0,0.0
1928,9,0.6333333333333333,0.0,63.33333333333333,0.0
1928,10,0.0,0.03225806451612903,0.0,3.225806451612903
1928,11,0.0,0.4666666666666667,0.0,46.666666666666664
1928,12,0.0,0.9354838709677419,0.0,93.54838709677419
1929,1,0.0,1.0,0.0,100.0
1929,2,0.0,0.9285714285714286,0.0,92.85714285714286
1929,3,0.0,0.5806451612903226,0.0,58.06451612903226
1929,4,0.0,0.03333333333333333,0.0,3.3333333333333335
1929,5,0.12903225806451613,0.0,12.903225806451612,0.0
1929,6,1.0,0.0,100.0,0.0
1929,7,1.0,0.0,100.0,0.0
1929,8,1.0,0.0,100.0,0.0
1929,9,0.2,0.0,20.0,0.0
1929,10,0.06451612903225806,0.0,6.451612903225806,0.0
1929,11,0.0,0.5333333333333333,0.0,53.333333333333336
1929,12,0.0,0.7419354838709677,0.0,74.19354838709677
1930,1,0.0,1.0,0.0,100.0
1930,2,0.0,0.9285714285714286,0.0,92.85714285714286
1930,3,0.0,0.41935483870967744,0.0,41.935483870967744
1930,4,0.0,0.0,0.0,0.0
1930,5,0.12903225806451613,0.0,12.903225806451612,0.0
1930,6,0.8,0.0,80.0,0.0
1930,7,1.0,0.0,100.0,0.0
1930,8,1.0,0.0,100.0,0.0
1930,9,0.4,0.0,40.0,0.0
1930,10,0.0,0.0,0.0,0.0
1930,11,0.0,0.7666666666666667,0.0,76.66666666666667
1930,12,0.0,0.9354838709677419,0.0,93.54838709677419
1931,1,0.0,1.0,0.0,100.0
1931,2,0.0,0.9642857142857143,0.0,96.42857142857143
1931,3,0.0,0.5161290322580645,0.0,51.61290322580645
1931,4,0.0,0.1,0.0,10.0
1931,5,0.0,0.0,0.0,0.0
1931,6,0.7333333333333333,0.0,73.33333333333333,0.0
1931,7,0.967741935483871,0.0,96.7741935483871,0.0
1931,8,1.0,0.0,100.0,0.0
1931,9,0.6666666666666666,0.0,66.66666666666666,0.0
1931,10,0.03225806451612903,0.0967741935483871,3.225806451612903,9.67741935483871
1931,11,0.0,0.23333333333333334,0.0,23.333333333333332
1931,12,0.0,0.9032258064516129,0.0,90.32258064516128
1932,1,0.0,0.9354838709677419,0.0,93.54838709677419
1932,2,0.0,1.0,0.0,100.0
1932,3,0.0,0.7741935483870968,0.0,77.41935483870968
1932,4,0.0,0.0,0.0,0.0
1932,5,0.12903225806451613,0.0,12.903225806451612,0.0
1932,6,0.9,0.0,90.0,0.0
1932,7,1.0,0.0,100.0,0.0
1932,8,1.0,0.0,100.0,0.0
1932,9,0.6,0.0,60.0,0.0
1932,10,0.0,0.0,0.0,0.0
1932,11,0.0,0.4,0.0,40.0
1932,12,0.0,0.9032258064516129,0.0,90.32258064516128
1933,1,0.0,1.0,0.0,100.0
1933,2,0.0,1.0,0.0,100.0
1933,3,0.0,0.8064516129032258,0.0,80.64516129032258
1933,4,0.0,0.0,0.0,0.0
1933,5,0.0967741935483871,0.0,9.67741935483871,0.0
1933,6,0.6,0.0,60.0,0.0
1933,7,1.0,0.0,100.0,0.0
1933,8,1.0,0.0,100.0,0.0
1933,9,0.6,0.0,60.0,0.0
1933,10,0.0,0.0,0.0,0.0
1933,11,0.0,0.4,0.0,40.0
1933,12,0.0,0.7741935483870968,0.0,77.41935483870968
1934,1,0.0,1.0,0.0,100.0
1934,2,0.0,1.0,0.0,100.0
1934,3,0.0,0.7096774193548387,0.0,70.96774193548387
1934,4,0.0,0.13333333333333333,0.0,13.333333333333334
1934,5,0.06451612903225806,0.0,6.451612903225806,0.0
1934,6,0.6666666666666666,0.0,66.66666666666666,0.0
1934,7,1.0,0.0,100.0,0.0
1934,8,0.9354838709677419,0.0,93.54838709677419,0.0
1934,9,0.36666666666666664,0.0,36.666666666666664,0.0
1934,10,0.0,0.03225806451612903,0.0,3.225806451612903
1934,11,0.0,0.43333333333333335,0.0,43.333333333333336
1934,12,0.0,1.0,0.0,100.0
1935,1,0.0,1.0,0.0,100.0
1935,2,0.0,0.8571428571428571,0.0,85.71428571428571
1935,3,0.0,0.45161290322580644,0.0,45.16129032258064
1935,4,0.0,0.0,0.0,0.0
1935,5,0.12903225806451613,0.0,12.903225806451612,0.0
1935,6,0.6,0.0,60.0,0.0
1935,7,0.967741935483871,0.0,96.7741935483871,0.0
1935,8,1.0,0.0,100.0,0.0
1935,9,0.4666666666666667,0.0,46.666666666666664,0.0
1935,10,0.0,0.0,0.0,0.0
1935,11,0.0,0.4,0.0,40.0
1935,12,0.0,0.9032258064516129,0.0,90.32258064516128
1936,1,0.0,1.0,0.0,100.0
1936,2,0.0,1.0,0.0,100.0
1936,3,0.0,1.0,0.0,100.0
1936,4,0.0,0.06666666666666667,0.0,6.666666666666667
1936,5,0.0,0.0,0.0,0.0
1936,6,0.6666666666666666,0.0,66.66666666666666,0.0
1936,7,0.9354838709677419,0.0,93.54838709677419,0.0
1936,8,1.0,0.0,100.0,0.0
1936,9,0.43333333333333335,0.0,43.333333333333336,0.0
1936,10,0.0,0.0,0.0,0.0
1936,11,0.0,0.4,0.0,40.0
1936,12,0.0,0.9032258064516129,0.0,90.32258064516128
1937,1,0.0,1.0,0.0,100.0
1937,2,0.0,0.9285714285714286,0.0,92.85714285714286
1937,3,0.0,0.6774193548387096,0.0,67.74193548387096
1937,4,0.0,0.03333333333333333,0.0,3.3333333333333335
1937,5,0.0,0.0,0.0,0.0
1937,6,0.8,0.0,80.0,0.0
1937,7,1.0,0.0,100.0,0.0
1937,8,1.0,0.0,100.0,0.0
1937,9,0.6333333333333333,0.0,63.33333333333333,0.0
1937,10,0.0,0.03225806451612903,0.0,3.225806451612903
1937,11,0.0,0.3333333333333333,0.0,33.33333333333333
1937,12,0.0,1.0,0.0,100.0
1938,1,0.0,1.0,0.0,100.0
1938,2,0.0,0.9642857142857143,0.0,96.42857142857143
1938,3,0.0,0.45161290322580644,0.0,45.16129032258064
1938,4,0.0,0.0,0.0,0.0
1938,5,0.1935483870967742,0.0,19.35483870967742,0.0
1938,6,0.5333333333333333,0.0,53.333333333333336,0.0
1938,7,1.0,0.0,100.0,0.0
1938,8,1.0,0.0,100.0,0.0
1938,9,0.36666666666666664,0.0,36.666666666666664,0.0
1938,10,0.16129032258064516,0.0,16.129032258064516,0.0
1938,11,0.0,0.5666666666666667,0.0,56.666666666666664
1938,12,0.0,0.967741935483871,0.0,96.7741935483871
1939,1,0.0,1.0,0.0,100.0
1939,2,0.0,1.0,0.0,100.0
1939,3,0.0,0.7096774193548387,0.0,70.96774193548387
1939,4,0.0,0.1,0.0,10.0
1939,5,0.03225806451612903,0.0,3.225806451612903,0.0
1939,6,0.7,0.0,70.0,0.0
1939,7,1.0,0.0,100.0,0.0
1939,8,1.0,0.0,100.0,0.0
1939,9,0.6333333333333333,0.0,63.33333333333333,0.0
1939,10,0.06451612903225806,0.03225806451612903,6.451612903225806,3.225806451612903
1939,11,0.0,0.36666666666666664,0.0,36.666666666666664
1939,12,0.0,1.0,0.0,100.0
1940,1,0.0,1.0,0.0,100.0
1940,2,0.0,1.0,0.0,100.0
1940,3,0.0,0.6774193548387096,0.0,67.74193548387096
1940,4,0.0,0.1,0.0,10.0
1940,5,0.06451612903225806,0.0,6.451612903225806,0.0
1940,6,0.5333333333333333,0.0,53.333333333333336,0.0
1940,7,1.0,0.0,100.0,0.0
1940,8,0.967741935483871,0.0,96.7741935483871,0.0
1940,9,0.5333333333333333,0.0,53.333333333333336,0.0
1940,10,0.0,0.0,0.0,0.0
1940,11,0.0,0.4,0.0,40.0
1940,12,0.0,0.967741935483871,0.0,96.7741935483871
1941,1,0.0,1.0,0.0,100.0
1941,2,0.0,1.0,0.0,100.0
1941,3,0.0,0.6129032258064516,0.0,61.29032258064516
1941,4,0.0,0.1,0.0,10.0
1941,5,0.06451612903225806,0.0,6.451612903225806,0.0
1941,6,0.7666666666666667,0.0,76.66666666666667,0.0
1941,7,1.0,0.0,100.0,0.0
1941,8,0.9354838709677419,0.0,93.54838709677419,0.0
1941,9,0.4,0.0,40.0,0.0
1941,10,0.0967741935483871,0.03225806451612903,9.67741935483871,3.225806451612903
1941,11,0.0,0.23333333333333334,0.0,23.333333333333332
1941,12,0.0,0.9032258064516129,0.0,90.32258064516128
1942,1,0.0,1.0,0.0,100.0
1942,2,0.0,1.0,0.0,100.0
1942,3,0.0,0.5161290322580645,0.0,51.61290322580645
1942,4,0.0,0.03333333333333333,0.0,3.3333333333333335
1942,5,0.16129032258064516,0.0,16.129032258064516,0.0
1942,6,0.6666666666666666,0.0,66.66666666666666,0.0
1942,7,1.0,0.0,100.0,0.0
1942,8,1.0,0.0,100.0,0.0
1942,9,0.4666666666666667,0.0,46.666666666666664,0.0
1942,10,0.03225806451612903,0.0967741935483871,3.225806451612903,9.67741935483871
1942,11,0.0,0.6333333333333333,0.0,63.33333333333333
1942,12,0.0,1.0,0.0,100.0
1943,1,0.0,1.0,0.0,100.0
1943,2,0.0,1.0,0.0,100.0
1943,3,0.0,0.45161290322580644,0.0,45.16129032258064
1943,4,0.0,0.1,0.0,10.0
1943,5,0.0,0.0,0.0,0.0
1943,6,0.7333333333333333,0.0,73.33333333333333,0.0
1943,7,1.0,0.0,100.0,0.0
1943,8,1.0,0.0,100.0,0.0
1943,9,0.6666666666666666,0.0,66.66666666666666,0.0
1943,10,0.0,0.0,0.0,0.0
1943,11,0.0,0.5,0.0,50.0
1943,12,0.0,0.9032258064516129,0.0,90.32258064516128
1944,1,0.0,1.0,0.0,100.0
1944,2,0.0,1.0,0.0,100.0
1944,3,0.0,0.8387096774193549,0.0,83.87096774193549
1944,4,0.0,0.1,0.0,10.0
1944,5,0.03225806451612903,0.0,3.225806451612903,0.0
1944,6,0.7333333333333333,0.0,73.33333333333333,0.0
1944,7,0.967741935483871,0.0,96.7741935483871,0.0
1944,8,1.0,0.0,100.0,0.0
1944,9,0.7333333333333333,0.0,73.33333333333333,0.0
1944,10,0.0,0.0,0.0,0.0
1944,11,0.0,0.3,0.0,30.0
1944,12,0.0,1.0,0.0,100.0
1945,1,0.0,1.0,0.0,100.0
1945,2,0.0,0.9642857142857143,0.0,96.42857142857143
1945,3,0.0,0.8064516129032258,0.0,80.64516129032258
1945,4,0.0,0.06666666666666667,0.0,6.666666666666667
1945,5,0.03225806451612903,0.0,3.225806451612903,0.0
1945,6,0.5333333333333333,0.0,53.333333333333336,0.0
1945,7,0.967741935483871,0.0,96.7741935483871,0.0
1945,8,1.0,0.0,100.0,0.0
1945,9,0.7333333333333333,0.0,73.33333333333333,0.0
1945,10,0.0,0.0,0.0,0.0
1945,11,0.0,0.1,0.0,10.0
1945,12,0.0,0.9354838709677419,0.0,93.54838709677419
1946,1,0.0,0.967741935483871,0.0,96.7741935483871
1946,2,0.0,1.0,0.0,100.0
1946,3,0.0,0.7096774193548387,0.0,70.96774193548387
1946,4,0.0,0.0,0.0,0.0
1946,5,0.0967741935483871,0.0,9.67741935483871,0.0
1946,6,0.6666666666666666,0.0,66.66666666666666,0.0
1946,7,1.0,0.0,100.0,0.0
1946,8,1.0,0.0,100.0,0.0
1946,9,0.5333333333333333,0.0,53.333333333333336,0.0
1946,10,0.06451612903225806,0.0,6.451612903225806,0.0
1946,11,0.0,0.16666666666666666,0.0,16.666666666666664
1946,12,0.0,1.0,0.0,100.0
1947,1,0.0,1.0,0.0,100.0
1947,2,0.0,1.0,0.0,100.0
1947,3,0.0,0.8064516129032258,0.0,80.64516129032258
1947,4,0.0,0.06666666666666667,0.0,6.666666666666667
1947,5,0.0,0.0,0.0,0.0
1947,6,0.26666666666666666,0.0,26.666666666666668,0.0
1947,7,0.967741935483871,0.0,96.7741935483871,0.0
1947,8,0.967741935483871,0.0,96.7741935483871,0.0
1947,9,0.4666666666666667,0.0,46.666666666666664,0.0
1947,10,0.0,0.0,0.0,0.0
1947,11,0.0,0.6666666666666666,0.0,66.66666666666666
1947,12,0.0,1.0,0.0,100.0
1948,1,0.0,1.0,0.0,100.0
1948,2,0.0,0.896551724137931,0.0,89.65517241379311
1948,3,0.0,0.41935483870967744,0.0,41.935483870967744
1948,4,0.0,0.0,0.0,0.0
1948,5,0.03225806451612903,0.0,3.225806451612903,0.0
1948,6,0.6333333333333333,0.0,63.33333333333333,0.0
1948,7,1.0,0.0,100.0,0.0
1948,8,1.0,0.0,100.0,0.0
1948,9,0.5,0.0,50.0,0.0
1948,10,0.03225806451612903,0.0,3.225806451612903,0.0
1948,11,0.0,0.4,0.0,40.0
1948,12,0.0,0.6451612903225806,0.0,64.51612903225806
1949,1,0.0,1.0,0.0,100.0
1949,2,0.0,0.75,0.0,75.0
1949,3,0.0,0.6774193548387096,0.0,67.74193548387096
1949,4,0.0,0.06666666666666667,0.0,6.666666666666667
1949,5,0.1935483870967742,0.0,19.35483870967742,0.0
1949,6,0.7,0.0,70.0,0.0
1949,7,0.967741935483871,0.0,96.7741935483871,0.0
1949,8,1.0,0.0,100.0,0.0
1949,9,0.5333333333333333,0.0,53.333333333333336,0.0
1949,10,0.0,0.03225806451612903,0.0,3.225806451612903
1949,11,0.0,0.2,0.0,20.0
1949,12,0.0,0.8709677419354839,0.0,87.09677419354838
1950,1,0.0,0.9032258064516129,0.0,90.32258064516128
1950,2,0.0,1.0,0.0,100.0
1950,3,0.0,0.5483870967741935,0.0,54.83870967741935
1950,4,0.0,0.0,0.0,0.0
1950,5,0.2903225806451613,0.0,29.03225806451613,0.0
1950,6,0.7,0.0,70.0,0.0
1950,7,0.967741935483871,0.0,96.7741935483871,0.0
1950,8,1.0,0.0,100.0,0.0
1953,12,0.0,0.9354838709677419,0.0,93.54838709677419
1954,1,0.0,1.0,0.0,100.0
1954,2,0.0,0.7857142857142857,0.0,78.57142857142857
1954,3,0.0,0.6451612903225806,0.0,64.51612903225806
1954,4,0.0,0.0,0.0,0.0
1954,5,0.0967741935483871,0.0,9.67741935483871,0.0
1954,6,0.5,0.0,50.0,0.0
1954,7,0.8387096774193549,0.0,83.87096774193549,0.0
1954,8,0.967741935483871,0.0,96.7741935483871,0.0
1954,9,0.6333333333333333,0.0,63.33333333333333,0.0
1954,10,0.0,0.0,0.0,0.0
1954,11,0.0,0.1,0.0,10.0
1954,12,0.0,0.9354838709677419,0.0,93.54838709677419
1955,1,0.0,1.0,0.0,100.0
1955,2,0.0,0.8928571428571429,0.0,89.28571428571429
1955,3,0.0,0.5161290322580645,0.0,51.61290322580645
1955,4,0.0,0.03333333333333333,0.0,3.3333333333333335
1955,5,0.0,0.0,0.0,0.0
1955,6,0.7666666666666667,0.0,76.66666666666667,0.0
1955,7,0.9354838709677419,0.0,93.54838709677419,0.0
1955,8,1.0,0.0,100.0,0.0
1955,9,0.6333333333333333,0.0,63.33333333333333,0.0
1955,10,0.03225806451612903,0.0,3.225806451612903,0.0
