station_ID,location,date,tavg,tmin,tmax
108,seoul,04/12/1907,-1.2,-2.7,1.3
108,seoul,05/12/1907,-1,-6.9,2.6
108,seoul,06/12/1907,-1.3,-6.1,5.8
108,seoul,07/12/1907,-4.1,-9.3,1.9
108,seoul,08/12/1907,-1.1,-7.2,6.6
108,seoul,09/12/1907,3.2,-4.3,8.1
108,seoul,10/12/1907,-1.4,-5.1,4.3
108,seoul,11/12/1907,-2.3,-7.1,0.6
108,seoul,12/12/1907,-0.1,-3.1,3.8
108,seoul,13/12/1907,4,-3.5,9
108,seoul,14/12/1907,-6,-9.9,6.4
108,seoul,15/12/1907,-8.1,-11.9,-5.1
108,seoul,16/12/1907,-7.3,-11.9,-2.4
108,seoul,17/12/1907,-7.3,-13.2,-2.1
108,seoul,18/12/1907,-5.5,-12.3,-0.4
108,seoul,19/12/1907,-6.5,-11.9,-0.2
108,seoul,20/12/1907,-2.9,-8.1,1.9
108,seoul,21/12/1907,-12.1,-14.8,-8.1
108,seoul,22/12/1907,-13.4,-18,-10.2
108,seoul,23/12/1907,-13.3,-20.1,-9.4
108,seoul,24/12/1907,-3.2,-9.7,0.9
108,seoul,25/12/1907,3.5,1.1,6.8
108,seoul,26/12/1907,3.2,-1.9,6.4
108,seoul,27/12/1907,-3.8,-6.3,-0.7
108,seoul,28/12/1907,-4.6,-9.6,-1.9
108,seoul,29/12/1907,-9,-13.5,-4.4
108,seoul,30/12/1907,-9.2,-14.2,-6.1
108,seoul,31/12/1907,-4,-7.1,-2.1
108,seoul,01/01/1908,-5.9,-9.1,-1.3
108,seoul,02/01/1908,-7.7,-13.9,-3
108,seoul,03/01/1908,-6.2,-10.8,-2.9
108,seoul,04/01/1908,-7.5,-12.8,-1.7
108,seoul,05/01/1908,-4.8,-11.3,-0.1
108,seoul,06/01/1908,-1.1,-5.1,2.9
108,seoul,07/01/1908,-4.4,-6.7,-1.2
108,seoul,08/01/1908,-6.3,-10.4,-0.9
108,seoul,09/01/1908,-3.2,-9.3,2
108,seoul,10/01/1908,0.3,-4.5,3.3
108,seoul,11/01/1908,1.7,-1,4.8
108,seoul,12/01/1908,2,-1.3,4.5
108,seoul,13/01/1908,1.4,-3.7,4.7
108,seoul,14/01/1908,-3.2,-7.4,0.1
108,seoul,15/01/1908,-1.9,-4.5,0.9
108,seoul,16/01/1908,-8.9,-11.2,-4.5
108,seoul,17/01/1908,-6.5,-11.3,-3.6
108,seoul,18/01/1908,1.1,-3.9,2.8
108,seoul,19/01/1908,1.7,1.3,2.8
108,seoul,20/01/1908,-1.1,-7.4,2.3
108,seoul,21/01/1908,-9.1,-11.2,-6.1
108,seoul,22/01/1908,-9.7,-14.3,-5.1
108,seoul,23/01/1908,-7.1,-13.4,-2.7
108,seoul,24/01/1908,-2,-4.7,0.1
108,seoul,25/01/1908,-1.2,-2.4,0.3
108,seoul,26/01/1908,-4.1,-6.4,-0.6
108,seoul,27/01/1908,-4.4,-9.9,0
108,seoul,28/01/1908,-6.1,-10.8,-1.3
108,seoul,29/01/1908,-3.5,-10.7,0.8
108,seoul,30/01/1908,-1.1,-2.2,0.8
108,seoul,31/01/1908,1.4,-2.4,6.2
108,seoul,01/02/1908,-2.2,-6.4,1.6
108,seoul,02/02/1908,-3.1,-7.5,-0.2
108,seoul,03/02/1908,-8,-10.8,-5.4
108,seoul,04/02/1908,-7,-10.3,-4.1
108,seoul,05/02/1908,-8.5,-11.6,-5.5
108,seoul,06/02/1908,-10.4,-13.3,-5.7
108,seoul,07/02/1908,-9.6,-15.8,-3.7
108,seoul,08/02/1908,-5,-11.3,1.3
108,seoul,09/02/1908,-7.6,-11.4,-4.1
108,seoul,10/02/1908,-7,-10.6,-2.5
108,seoul,11/02/1908,-6.4,-9.9,-2.8
108,seoul,12/02/1908,-7,-12.4,-1.2
108,seoul,13/02/1908,-5.3,-12.3,1.3
108,seoul,14/02/1908,-3.3,-7.5,2.3
108,seoul,15/02/1908,-3.9,-9.8,2
108,seoul,16/02/1908,-5.2,-8.8,-1.4
108,seoul,17/02/1908,-7.5,-13,-1.6
108,seoul,18/02/1908,-5.6,-12.9,0.3
108,seoul,19/02/1908,-3.3,-11,5.5
108,seoul,20/02/1908,-0.7,-8.4,7.3
108,seoul,21/02/1908,-0.4,-4.7,5.1
108,seoul,22/02/1908,-0.1,-3.8,5.4
108,seoul,23/02/1908,-2.6,-6.2,2.7
108,seoul,24/02/1908,-3.6,-7.8,1.7
108,seoul,25/02/1908,-4.1,-8.7,0.8
108,seoul,26/02/1908,-2.3,-7.9,4.1
108,seoul,27/02/1908,2.3,-6.3,8.4
108,seoul,28/02/1908,5.1,2.6,6.3
108,seoul,29/02/1908,4.6,3.5,5.6
108,seoul,01/03/1908,0.7,-4.8,4
108,seoul,02/03/1908,-3.8,-7.4,0.1
108,seoul,03/03/1908,1.9,-2.7,4.9
108,seoul,04/03/1908,2,0.8,4
108,seoul,05/03/1908,3,-0.2,7.9
108,seoul,06/03/1908,3.3,-0.5,7.9
108,seoul,07/03/1908,0.6,-1.6,2.2
108,seoul,08/03/1908,-1.8,-4.9,1.9
108,seoul,09/03/1908,-1.2,-3.5,1.5
108,seoul,10/03/1908,-0.6,-1.8,1.5
108,seoul,11/03/1908,-1.9,-4.5,1.8
108,seoul,12/03/1908,-1.7,-5.3,2.6
108,seoul,13/03/1908,-1.3,-5.9,3.8
108,seoul,14/03/1908,0,-5.2,6.7
108,seoul,15/03/1908,4.7,-2.2,11.8
108,seoul,16/03/1908,6,-1.4,13.5
108,seoul,17/03/1908,9.1,3.8,15.7
108,seoul,18/03/1908,4.6,0.7,10.7
108,seoul,19/03/1908,2,-1.3,7.9
108,seoul,20/03/1908,0.1,-3.9,4.3
108,seoul,21/03/1908,1.4,-1.8,6
108,seoul,22/03/1908,2.9,-4.5,12.5
108,seoul,23/03/1908,7.9,-0.4,17
108,seoul,24/03/1908,7.7,2.7,14.7
108,seoul,25/03/1908,5.4,-0.3,11.4
108,seoul,26/03/1908,3.3,-2.2,7.4
108,seoul,27/03/1908,0.8,-5.8,8
108,seoul,28/03/1908,8.1,-1.8,15.5
108,seoul,29/03/1908,12.7,7.4,18.2
108,seoul,30/03/1908,8.1,5.3,11.4
108,seoul,31/03/1908,6.5,-0.2,13.2
108,seoul,01/04/1908,8.5,5.1,14.8
108,seoul,02/04/1908,8.3,4.1,14.9
108,seoul,03/04/1908,8.4,4.4,11.1
108,seoul,04/04/1908,11.3,7.5,15
108,seoul,05/04/1908,7.4,6.5,9.9
108,seoul,06/04/1908,6.8,4.6,10.6
108,seoul,07/04/1908,6.5,-0.7,13.6
108,seoul,08/04/1908,10.2,4.8,17.2
108,seoul,09/04/1908,10.5,5.1,16.9
108,seoul,10/04/1908,10.9,6.6,17.1
108,seoul,11/04/1908,10.4,7.1,13.6
108,seoul,12/04/1908,8.6,6.9,9.4
108,seoul,13/04/1908,7.7,2.9,14.1
108,seoul,14/04/1908,7.1,0.1,14.8
108,seoul,15/04/1908,8.9,0.6,18.6
108,seoul,16/04/1908,8.4,4.2,14.4
108,seoul,17/04/1908,9.8,1.9,18.8
108,seoul,18/04/1908,11,2,20.4
108,seoul,19/04/1908,11.8,3,22.7
108,seoul,20/04/1908,14.4,4.7,22.9
108,seoul,21/04/1908,14,11.3,17.4
108,seoul,22/04/1908,14.2,10.2,21.1
108,seoul,23/04/1908,14,5.3,21.6
108,seoul,24/04/1908,10.8,4.2,20.9
108,seoul,25/04/1908,8,3.4,13.3
108,seoul,26/04/1908,10.1,6.4,16.4
108,seoul,27/04/1908,9.4,4.4,14.2
108,seoul,28/04/1908,9,2.2,17.1
108,seoul,29/04/1908,10.8,1.5,19.6
108,seoul,30/04/1908,14.6,7.1,22.2
108,seoul,01/05/1908,16.3,8.1,24.2
108,seoul,02/05/1908,12.3,9.9,16.1
108,seoul,03/05/1908,13.6,9.7,19
108,seoul,04/05/1908,12.3,5.2,20.1
108,seoul,05/05/1908,13.9,8.2,20.5
108,seoul,06/05/1908,15,7.9,22.9
108,seoul,07/05/1908,16.9,9.8,24.6
108,seoul,08/05/1908,17.1,11.2,24.3
108,seoul,09/05/1908,17.3,13.3,23.5
108,seoul,10/05/1908,18,13.6,24.9
108,seoul,11/05/1908,13,10.2,17.9
108,seoul,12/05/1908,9.2,7.6,14.3
108,seoul,13/05/1908,12.3,6.3,17.3
108,seoul,14/05/1908,12.5,5.7,20.1
108,seoul,15/05/1908,14.8,5.5,24
108,seoul,16/05/1908,13.3,10.9,18.5
108,seoul,17/05/1908,14,11.1,18
108,seoul,18/05/1908,15.2,8.2,23.2
108,seoul,19/05/1908,16.7,10.9,24.2
108,seoul,20/05/1908,15.7,12.7,21
108,seoul,21/05/1908,15.9,8.9,24.1
108,seoul,22/05/1908,13.8,12.4,18
108,seoul,23/05/1908,13.6,10.8,19.2
108,seoul,24/05/1908,14.2,9.5,19.5
108,seoul,25/05/1908,16.7,10.2,25.2
108,seoul,26/05/1908,16.8,12.3,22.1
108,seoul,27/05/1908,16.7,15,18.5
108,seoul,28/05/1908,16.9,13.1,20.8
108,seoul,29/05/1908,15.9,11.2,21.4
108,seoul,30/05/1908,16.9,10.6,24.5
108,seoul,31/05/1908,13.6,10.4,23.5
108,seoul,01/06/1908,18.8,13.5,26.2
108,seoul,02/06/1908,19.4,13,28
108,seoul,03/06/1908,20.3,14.3,28.3
108,seoul,04/06/1908,20,12.7,29.1
108,seoul,05/06/1908,18,14.4,24.9
108,seoul,06/06/1908,19.1,15.8,24.8
108,seoul,07/06/1908,18.9,15.3,24.8
108,seoul,08/06/1908,19.3,11.6,27.5
108,seoul,09/06/1908,20.7,12.6,28.9
108,seoul,10/06/1908,20.3,14.5,27.5
108,seoul,11/06/1908,21.5,15.9,28.9
108,seoul,12/06/1908,19.7,17,24.5
108,seoul,13/06/1908,20.8,16.6,26.1
108,seoul,14/06/1908,21.2,17,27.6
108,seoul,15/06/1908,23.1,17.3,29.5
108,seoul,16/06/1908,21.2,18.1,26.5
108,seoul,17/06/1908,21.1,15.5,27
108,seoul,18/06/1908,18.8,17,23.5
108,seoul,19/06/1908,17.6,16.6,21.2
108,seoul,20/06/1908,20.3,16.8,25.8
108,seoul,21/06/1908,21.6,16.7,28
108,seoul,22/06/1908,23.6,18.6,29.1
108,seoul,23/06/1908,24.4,18.3,32.4
108,seoul,24/06/1908,23.7,19.5,31
108,seoul,25/06/1908,20.1,18.7,22.1
108,seoul,26/06/1908,22.9,18.5,29.4
108,seoul,27/06/1908,23.7,19.3,29.6
108,seoul,28/06/1908,20.6,19.5,23
108,seoul,29/06/1908,22.1,19.3,26.4
108,seoul,30/06/1908,19.5,16.3,23.5
108,seoul,01/07/1908,20.1,15.9,23.7
108,seoul,02/07/1908,20.3,16.7,25.9
108,seoul,03/07/1908,22.3,16.6,28.5
108,seoul,04/07/1908,20.2,18.2,23
108,seoul,05/07/1908,20.7,16.5,26.5
108,seoul,06/07/1908,21.3,14.7,27.2
108,seoul,07/07/1908,23.5,17.3,30.3
108,seoul,08/07/1908,23.1,19.5,27.6
108,seoul,09/07/1908,20.9,19.7,23.2
108,seoul,10/07/1908,20.9,19.7,22.3
108,seoul,11/07/1908,23.8,20.1,29.2
108,seoul,12/07/1908,24.8,19.8,30.4
108,seoul,13/07/1908,24.3,20.7,29.6
108,seoul,14/07/1908,25.3,20,31.2
108,seoul,15/07/1908,23,20.6,26.5
108,seoul,16/07/1908,23.3,18.8,29.7
108,seoul,17/07/1908,24.2,19.7,30.3
108,seoul,18/07/1908,24.6,19.5,31.5
108,seoul,19/07/1908,25.9,21.8,29.4
108,seoul,20/07/1908,22.5,20.5,26
108,seoul,21/07/1908,21.1,19.8,22.2
108,seoul,22/07/1908,22.9,21.6,25.3
108,seoul,23/07/1908,24.5,22.5,28.3
108,seoul,24/07/1908,26.6,22.4,32.9
108,seoul,25/07/1908,25.5,23.7,27.8
108,seoul,26/07/1908,24.7,23.2,27
108,seoul,27/07/1908,24.8,23,27.5
108,seoul,28/07/1908,26.3,23.3,29.7
108,seoul,29/07/1908,26.6,24.7,29.8
108,seoul,30/07/1908,24.8,23.8,26.7
108,seoul,31/07/1908,24.9,23.6,27.8
108,seoul,01/08/1908,26.2,24.4,29.6
108,seoul,02/08/1908,26.4,23.3,30.7
108,seoul,03/08/1908,26.9,24.2,32
108,seoul,04/08/1908,26.3,22.6,31.5
108,seoul,05/08/1908,27.3,23.6,32.4
108,seoul,06/08/1908,27.5,23.7,33.6
108,seoul,07/08/1908,26,23.4,30.9
108,seoul,08/08/1908,24.6,20.7,29.5
108,seoul,09/08/1908,22.4,19.8,26.7
108,seoul,10/08/1908,24.7,22,26.8
108,seoul,11/08/1908,25.4,21.9,30.5
108,seoul,12/08/1908,25.2,22.2,30.5
108,seoul,13/08/1908,24.9,22.1,29
108,seoul,14/08/1908,25.2,23,28.9
108,seoul,15/08/1908,25.5,21.7,30.4
108,seoul,16/08/1908,25.2,21.1,31.7
108,seoul,17/08/1908,25.6,21.1,32
108,seoul,18/08/1908,25.6,20.3,33.3
108,seoul,19/08/1908,25.8,21,32.5
108,seoul,20/08/1908,27.1,21.8,33.5
108,seoul,21/08/1908,25.9,23.5,31.1
108,seoul,22/08/1908,23.3,20.7,26.7
108,seoul,23/08/1908,22.6,19.6,26.1
108,seoul,24/08/1908,22.8,18.1,27.5
108,seoul,25/08/1908,19.1,18,23.9
108,seoul,26/08/1908,19.7,18,21.3
108,seoul,27/08/1908,20.2,19,23.3
108,seoul,28/08/1908,22,19.1,26
108,seoul,29/08/1908,21.9,18.1,27.7
108,seoul,30/08/1908,21.2,14.8,27.9
108,seoul,31/08/1908,21.8,17.5,27.2
108,seoul,01/09/1908,21.3,16.5,27.1
108,seoul,02/09/1908,21.7,17,26.8
108,seoul,03/09/1908,21.7,17,26.8
108,seoul,04/09/1908,23,19.3,27.5
108,seoul,05/09/1908,23.8,19.6,28.7
108,seoul,06/09/1908,22.1,18.2,27
108,seoul,07/09/1908,21.1,17.9,28
108,seoul,08/09/1908,21.3,18.3,25.5
108,seoul,09/09/1908,20.9,17.9,26.7
108,seoul,10/09/1908,21.8,17.3,26.1
108,seoul,11/09/1908,19.7,17.9,23.4
108,seoul,12/09/1908,19.7,17.6,23.2
108,seoul,13/09/1908,18.9,14.8,23.7
108,seoul,14/09/1908,17.1,12.2,23.1
108,seoul,15/09/1908,18.7,13.5,24.4
108,seoul,16/09/1908,21.2,17.9,26.8
108,seoul,17/09/1908,20.5,15.6,25.6
108,seoul,18/09/1908,20.8,15.7,26.2
108,seoul,19/09/1908,18.8,16.2,22.2
108,seoul,20/09/1908,16.5,11.7,21.4
108,seoul,21/09/1908,18.1,12.2,24.2
108,seoul,22/09/1908,15.6,10.7,21.8
108,seoul,23/09/1908,15.8,11.6,20.5
108,seoul,24/09/1908,14.9,9,22
108,seoul,25/09/1908,16.7,9.3,25
108,seoul,26/09/1908,18.1,11,27.4
108,seoul,27/09/1908,18.5,11.4,27.4
108,seoul,28/09/1908,18.1,11.3,25.7
108,seoul,29/09/1908,17.9,12.3,23.8
108,seoul,30/09/1908,15.5,9.9,21.8
108,seoul,01/10/1908,13.8,8.7,19
108,seoul,02/10/1908,13.3,6.9,20.8
108,seoul,03/10/1908,14.7,8.5,22
108,seoul,04/10/1908,15.8,10,23.4
108,seoul,05/10/1908,16.4,11,23
108,seoul,06/10/1908,15.2,12,17.7
108,seoul,07/10/1908,15.2,9.6,21.4
108,seoul,08/10/1908,12.7,9.4,17
108,seoul,09/10/1908,13.6,6.5,19.9
108,seoul,10/10/1908,12.2,5.5,18.6
108,seoul,11/10/1908,11.8,4.8,19.2
108,seoul,12/10/1908,11.6,3.2,20.5
108,seoul,13/10/1908,13,4.1,22.5
108,seoul,14/10/1908,14.7,11.5,18.4
108,seoul,15/10/1908,16.4,10.4,23.2
108,seoul,16/10/1908,15.5,9.2,23.2
108,seoul,17/10/1908,14.4,8.5,20.7
108,seoul,18/10/1908,14.7,7.5,22.3
108,seoul,19/10/1908,15.3,8.6,23.2
108,seoul,20/10/1908,14.7,9,21.5
108,seoul,21/10/1908,15,7.2,24.4
108,seoul,22/10/1908,15.9,7.5,25.3
108,seoul,23/10/1908,17.5,8.2,22.3
108,seoul,24/10/1908,18.5,14.7,23.9
108,seoul,25/10/1908,14.4,13.3,17.2
108,seoul,26/10/1908,15.1,11.8,18.1
108,seoul,27/10/1908,13.2,5.7,17.3
108,seoul,28/10/1908,6.4,2.2,11.8
108,seoul,29/10/1908,6.6,2.2,12.9
108,seoul,30/10/1908,6.3,-0.3,13.6
108,seoul,31/10/1908,7.4,0,13.7
108,seoul,01/11/1908,8.9,2,16.4
108,seoul,02/11/1908,10.7,6.5,17.3
108,seoul,03/11/1908,10.9,4.2,18.9
108,seoul,04/11/1908,13.9,6.6,18.6
108,seoul,05/11/1908,14.3,10.1,18.9
108,seoul,06/11/1908,9,4.4,13.8
108,seoul,07/11/1908,4.1,0.8,8
108,seoul,08/11/1908,0.5,-4.1,6
108,seoul,09/11/1908,-1.7,-5.3,3.3
108,seoul,10/11/1908,2.1,-2.8,6.6
108,seoul,11/11/1908,0.9,-3.2,5.7
108,seoul,12/11/1908,-0.2,-3.7,3.3
108,seoul,13/11/1908,2,-6.1,7.5
108,seoul,14/11/1908,0,-2.9,3.4
108,seoul,15/11/1908,-1.2,-6.6,5.3
108,seoul,16/11/1908,1.8,-6.4,6.8
108,seoul,17/11/1908,2.8,-2.6,9.7
108,seoul,18/11/1908,6.5,-0.7,11.2
108,seoul,19/11/1908,11.5,7.3,15.2
108,seoul,20/11/1908,10.9,4.1,15.1
108,seoul,21/11/1908,1.9,-0.8,6.7
108,seoul,22/11/1908,0.4,-4.3,5.1
108,seoul,23/11/1908,-2.2,-5.9,2.8
108,seoul,24/11/1908,1.1,-7.6,7.8
108,seoul,25/11/1908,6.1,1.5,12.6
108,seoul,26/11/1908,1.3,-3.2,6.7
108,seoul,27/11/1908,-4.3,-6.1,-1.5
108,seoul,28/11/1908,-2.3,-8.6,4.8
108,seoul,29/11/1908,-0.9,-7.2,4.7
108,seoul,30/11/1908,-0.1,-4.1,4.9
108,seoul,01/12/1908,-1.9,-6.8,3.5
108,seoul,02/12/1908,1.8,-6.3,9.3
108,seoul,03/12/1908,-1.8,-5.7,2.7
108,seoul,04/12/1908,1.2,-6.1,7.8
108,seoul,05/12/1908,4.5,-1.8,9.6
108,seoul,06/12/1908,0.7,-5.5,6.8
108,seoul,07/12/1908,-0.2,-3.1,3.2
108,seoul,08/12/1908,-1.4,-5.9,3.6
108,seoul,09/12/1908,-1.4,-6.6,6.4
108,seoul,10/12/1908,-0.7,-7.4,6.5
108,seoul,11/12/1908,2.1,-3.2,8.8
108,seoul,12/12/1908,3.3,-2.7,8.4
108,seoul,13/12/1908,2.9,-2.5,9.9
108,seoul,14/12/1908,4.6,-0.6,11.7
108,seoul,15/12/1908,-1.7,-5,1.8
108,seoul,16/12/1908,-1.2,-7.5,5.4
108,seoul,17/12/1908,0.8,-6.1,6.3
108,seoul,18/12/1908,-7.7,-11.2,-3.1
108,seoul,19/12/1908,-2.8,-7.2,1.5
108,seoul,20/12/1908,-5.7,-11.2,0.4
108,seoul,21/12/1908,-1.8,-7.6,4.5
108,seoul,22/12/1908,-0.8,-4.7,2.1
108,seoul,23/12/1908,-6.2,-9.9,-2
108,seoul,24/12/1908,-2.5,-9.9,1.4
108,seoul,25/12/1908,-0.3,-6.6,6.3
108,seoul,26/12/1908,1.8,-2.5,7.9
108,seoul,27/12/1908,0.9,-4.6,8.5
108,seoul,28/12/1908,0.4,-3.8,4.5
108,seoul,29/12/1908,0.7,-2.7,4.8
108,seoul,30/12/1908,-5.4,-9.2,-1
108,seoul,31/12/1908,-7.5,-12.7,-3
108,seoul,01/01/1909,-7.4,-10.8,-3.5
108,seoul,02/01/1909,-0.9,-6.2,2.5
108,seoul,03/01/1909,2.4,0.1,5
108,seoul,04/01/1909,2.4,-3,7.6
108,seoul,05/01/1909,1.2,-1.9,4.7
108,seoul,06/01/1909,-0.9,-3.4,1.5
108,seoul,07/01/1909,-3.2,-8.1,1.4
108,seoul,08/01/1909,-5.5,-9.1,-0.1
108,seoul,09/01/1909,-4.3,-8.4,0.3
108,seoul,10/01/1909,-3.4,-8.3,1.5
108,seoul,11/01/1909,-3.8,-10.4,3.3
108,seoul,12/01/1909,-0.3,-3.8,1.9
108,seoul,13/01/1909,-3.2,-6.9,0.2
108,seoul,14/01/1909,-2.9,-9.2,3
108,seoul,15/01/1909,-3,-7.4,2.1
108,seoul,16/01/1909,-3.7,-10.3,1.7
108,seoul,17/01/1909,0.1,-4.8,5.5
108,seoul,18/01/1909,2.5,-1.1,5.2
108,seoul,19/01/1909,-0.4,-5.5,2.8
108,seoul,20/01/1909,-4.3,-7.9,0.2
108,seoul,21/01/1909,-6.6,-9.9,-2.2
108,seoul,22/01/1909,-7.2,-13.6,-2.3
108,seoul,23/01/1909,-4.2,-12.1,0.7
108,seoul,24/01/1909,0.5,-4,4.5
108,seoul,25/01/1909,-1.6,-6,2.9
108,seoul,26/01/1909,-2.3,-6,2.2
108,seoul,27/01/1909,-4.5,-10.5,0
108,seoul,28/01/1909,-2.5,-6.3,2
108,seoul,29/01/1909,-4.8,-10.8,1.5
108,seoul,30/01/1909,-4,-10.8,1.4
108,seoul,31/01/1909,-2,-8.7,4.7
108,seoul,01/02/1909,-1.7,-8.2,5.8
108,seoul,02/02/1909,0.6,-5.4,6.2
108,seoul,03/02/1909,-0.2,-3.4,4.6
108,seoul,04/02/1909,-4.6,-8.3,-1.3
108,seoul,05/02/1909,-3.5,-7.5,2
108,seoul,06/02/1909,-8.8,-11.7,-4.7
108,seoul,07/02/1909,-7.9,-13.2,-2.7
108,seoul,08/02/1909,-3.6,-11.2,2.2
108,seoul,09/02/1909,-1.9,-8.8,4.4
108,seoul,10/02/1909,-0.3,-7.8,5.2
108,seoul,11/02/1909,-3.9,-8.2,2.6
108,seoul,12/02/1909,-6.9,-11.5,-1.6
108,seoul,13/02/1909,-4.1,-12.7,3.6
108,seoul,14/02/1909,2.6,-4.5,8.8
108,seoul,15/02/1909,-1.4,-4.6,3.8
108,seoul,16/02/1909,-3.3,-6.4,1
108,seoul,17/02/1909,-4.6,-10.3,0.9
108,seoul,18/02/1909,2.2,-7.3,8.2
108,seoul,19/02/1909,0.8,-8.3,5.9
108,seoul,20/02/1909,-8.7,-10.9,-4.9
108,seoul,21/02/1909,-9.5,-12.7,-5.5
108,seoul,22/02/1909,-7.7,-12.8,-3.3
108,seoul,23/02/1909,-6.6,-12.4,-1.2
108,seoul,24/02/1909,-2.6,-9,3.6
108,seoul,25/02/1909,-1.9,-4.5,1.7
108,seoul,26/02/1909,-3.2,-8.2,0.7
108,seoul,27/02/1909,-1.3,-6.6,4.9
108,seoul,28/02/1909,0.9,-5.6,7.3
108,seoul,01/03/1909,2.6,-1.8,8.4
108,seoul,02/03/1909,-0.1,-4.2,4.4
108,seoul,03/03/1909,-2.7,-8.7,4.5
108,seoul,04/03/1909,-0.3,-6.6,8
108,seoul,05/03/1909,1.4,-6.1,8.8
108,seoul,06/03/1909,0.6,-2.5,3.4
108,seoul,07/03/1909,0,-5,6.4
108,seoul,08/03/1909,1.1,-4.5,8.8
108,seoul,09/03/1909,4.1,-3.3,9.1
108,seoul,10/03/1909,7.3,4.2,13.9
108,seoul,11/03/1909,7.6,-0.4,15.2
108,seoul,12/03/1909,3.7,1.3,7.6
108,seoul,13/03/1909,0.6,-2.8,5.5
108,seoul,14/03/1909,-3.3,-5.6,-0.2
108,seoul,15/03/1909,-3.5,-8,2.6
108,seoul,16/03/1909,-0.8,-5.7,4
108,seoul,17/03/1909,-1.6,-4.8,3
108,seoul,18/03/1909,-1.6,-7.1,4.1
108,seoul,19/03/1909,3.3,-4.8,9.3
108,seoul,20/03/1909,6.7,2.1,11.3
108,seoul,21/03/1909,0.8,-3.2,6.1
108,seoul,22/03/1909,4.9,-3.6,12.1
108,seoul,23/03/1909,4.8,3,7.4
108,seoul,24/03/1909,-0.3,-2.7,3
108,seoul,25/03/1909,-1.7,-3.4,1.8
108,seoul,26/03/1909,-1.3,-6.9,3
108,seoul,27/03/1909,1.3,-4.4,6
108,seoul,28/03/1909,4.2,0.7,8.5
108,seoul,29/03/1909,5.1,0.7,11.8
108,seoul,30/03/1909,5,-2.1,13.5
108,seoul,31/03/1909,6.8,-1.6,15
108,seoul,01/04/1909,7.4,2.2,12.5
108,seoul,02/04/1909,8.8,-1,18.9
